,PC1,PC2,PC3,PC4,PC5
0,-0.37952832581921037,10.746567362066738,7.8522315808725995,-1.1188263715749036,-0.6584193256102098
1,5.089002125011538,14.034633775442604,8.964595588021053,1.2575384284749855,-1.0424202154717557
2,3.462959441816875,7.614688812892842,6.700969248448449,-5.374063628512726,-2.636938273083468
3,5.276294708747303,15.494146911663764,7.364665457090719,-0.6348996141615748,-1.6639536570258353
4,20.15876237555492,5.9494188583399685,6.78559067703089,0.7182309378000563,0.42407122543128617
5,-8.660332693352352,21.594947985010567,0.023452207847036766,2.53355482569125,-2.941131262661862
6,-1.3959347485511793,8.711781067449376,10.368341938873458,-1.2863010504030927,0.4796441253962236
7,-1.082536619675139,9.572897496815685,7.256155784423425,-5.100277354743626,-7.688459882086835
8,3.300809926219384,6.562190658588697,9.734493262216558,-5.554862706802568,-4.272978687245012
9,0.02197755893005454,12.957010578678478,7.555181763288388,-1.5143347519266164,-2.5004946508189323
10,-5.800426866482058,7.381047600436492,10.251835998112261,0.5395553741039465,-3.944742779169871
11,1.5350234778780065,4.74541381316295,7.807325956365584,4.447653164403045,-2.935200864626211
12,0.31810264063336574,2.2144649566809282,11.787301826141533,-3.165731975545217,-3.7510909665829963
13,-1.549636079830137,9.119558908757131,10.884432082521622,2.862791575282813,-0.3194449934376852
14,5.895766419599037,7.721458845158052,10.603469110661102,-2.3649671003470605,-1.4778001484370924
15,0.4764427315266801,13.19296720548173,9.71393569248712,0.8059880108355981,-4.080106154050763
16,7.855756772625125,9.164196025801536,-5.696811566706074,-0.5776909783133783,0.7112042752579396
17,13.589919701581266,9.020472745446135,-7.821664711146375,-7.218047310764813,4.5950596658731016
18,-11.309311777711187,10.484219302337655,4.418402155353823,-4.608525774112297,-3.886380186468363
19,-3.6915145683512156,7.299026119222771,7.813997444896699,-3.0618946900090434,-6.758495702833518
20,5.50098401027405,8.847525636626216,7.6461922772242925,1.4421198931612744,-1.5670134155831017
21,-2.4583844305120377,8.736383699090561,8.348945658069773,-0.9935409703450964,-1.1052715382157505
22,-1.1064152624432682,0.9529427220753857,10.942093949123505,-1.587271328270979,-1.8792117913774409
23,6.692822212053131,2.521910931572323,11.286843071361417,-4.599144849853029,-4.657034578641903
24,-1.7706460136064854,9.135995916054824,7.298744042732216,-3.739084383806036,-6.967938508785098
25,-2.620341707470325,6.868803979378228,7.405733711151469,-4.309590088777651,-6.380959792702852
26,2.547383593558964,3.1915174848922763,11.27907253949019,1.0227965710915456,-5.138525191157104
27,-2.8328000653624263,5.68252288072957,10.035755920823908,1.851333007313092,-1.8879459855349403
28,7.157626287085195,2.072014680649449,11.905402095384364,2.551633553096879,-0.4426033482759316
29,-0.0067359552364723635,10.011049268994432,8.33365839466743,0.18066299122232307,-3.7197834734763306
30,-7.792342077710344,-2.0727780835818868,1.2356779381950085,-3.0686458650567214,1.2373521201932387
31,-5.863948630242378,3.336401982405748,1.5640772934126126,0.4567474099510308,1.98757080996584
32,-2.953996580989715,4.7121667793106825,-1.269990280700242,-4.193695541300008,5.145993713343627
33,1.0014245282967134,-7.046145449054084,3.9728162582232738,-3.5608678445939987,2.6118448057843877
34,11.73667848903605,-0.0019812577073128348,0.8320204475787242,1.9568856041398146,-1.8426254786508431
35,13.9248585328757,8.263839179557468,-5.547683956309578,-7.40965259246741,3.746769585424473
36,13.68280305157299,8.390067483114892,-3.505400424887915,-1.6206052798931239,3.9250957200329273
37,-2.7359741184735684,9.133053660586219,7.759467227057563,3.2702105126647263,-0.4541859727008292
38,-0.9187498814426771,3.544442106851187,9.82796768439826,-2.2701625696997545,-3.7200076067190726
