,PC1,PC2,PC3,PC4
0,-38.0719636705214,137.03875491640986,33.76908312854838,19.892859315470066
1,36.344705259490595,166.38373331683255,18.78868285253907,-2.1531705414875284
2,41.68215065498074,106.85174640994113,39.19180807226918,2.4226807940169968
3,20.620806548795642,177.24112422602025,13.181902466260482,13.312103619212436
4,311.17834641448724,108.01578371501714,8.817350993001657,5.809543867807974
5,-290.6982398276381,188.34916634377274,-37.79452172282535,19.694406594377668
6,-44.15287085616363,122.3653005492003,65.26860686337949,21.446024120612933
7,-43.550757246696264,141.5073552031787,38.7479177585829,31.71999901870824
8,51.6769121458127,119.3745082004731,80.23815509025128,27.738403654077125
9,-49.41749720321822,162.42803093350847,13.059964355245183,16.84133684816122
10,-102.86161337022205,118.48060486781156,20.603397616327328,27.302220052610412
11,17.331232690626663,92.42426023569155,13.19300545715261,28.127886505031142
12,28.81411895936628,98.44219272402513,82.86666714124348,7.003126931760146
13,-40.19302496541262,147.19124779597757,32.48436771078819,11.016405562872084
14,86.51037197748947,139.65564432083198,62.81503412650328,15.659832804238002
15,-29.940127434350437,166.120295984217,14.995370326956005,34.478324007119866
16,53.00780363752025,40.40781298876271,-72.12623567842878,-20.303149593539217
17,144.05444838243324,60.99721213028032,-32.67419129814418,-57.27993900372979
18,-247.74850534530125,116.84433914893536,43.78185640726794,15.469647701851196
19,-87.10078400097815,92.37201222177069,49.48163158558121,46.98489594708852
20,52.104480710866376,116.77824950296461,16.460827731921114,24.603992140373407
21,-54.14785767165144,130.926012348887,28.008498173420527,18.201534637941922
22,7.981033546137269,77.42610062854997,72.134914727509,25.122818782548624
23,137.8173006451346,89.17584004143474,88.2511257902338,29.869571886701905
24,-59.11665149335317,134.3412082737977,47.93377399505867,32.33711833627085
25,-58.61464608531971,109.89114910868749,54.10002320833823,22.647427511490307
26,57.85420497704854,109.87638416490309,46.835234858390066,14.596641323842807
27,-57.54777436012608,102.11555933668856,35.87117234113744,47.73640342764891
28,146.2499131276464,104.68747567991034,62.23726537771589,20.28639363074814
29,-44.629615445429394,149.5948857189936,30.19552820719925,22.426315312752937
30,-119.86242577849464,-38.68650173353981,44.60943376567159,-13.855963701960228
31,-111.79763475874525,24.723160885485854,6.633250987721811,-9.037291291869256
32,-73.43696974475202,18.441526017737413,12.907504580956084,-39.851695025296706
33,75.21729736189818,-48.89931685708413,64.17779866397343,-4.92068686586876
34,201.7831921964786,23.99380938503951,-25.576479289161558,20.755739890173135
35,160.64588666762162,74.15275947864141,-9.548171384144124,-34.02326538085731
36,157.12859130162903,83.53275566557609,-33.69157063537149,-38.57112447261658
37,-66.29276080294349,131.13987046896344,14.98553569135167,29.805703376794785
38,-13.05247447540078,100.84829047350294,73.88890146251377,37.11357725730007
39,-88.25514491759597,-9.214369826776709,-6.242581284366966,-18.103169686257868
40,-142.76794820321828,-27.388669682914454,53.03729044061952,-11.07791133365746
41,-146.4448404524854,-13.710163603566548,9.359376283543277,-30.812621088891927
42,-46.29019804908517,-13.908833688518738,9.791414720000713,-46.87162394836959
43,35.55527417014608,27.67077464094357,-43.17430252978866,-54.01941192835602
44,-13.914919171547162,-22.29183867083677,1.3480261554940693,26.653295619631592
45,-14.411960116071612,9.97515641093616,-35.98828155850444,13.969353401911718
46,-71.24930699379107,-4.197251305204559,11.947992987269204,-28.44067862814127
47,-95.10697618425802,-0.2085195719100074,5.230346323018873,-5.815734160124904
48,19.253003195880908,29.339735388844176,-73.72573002958681,-31.575654549591338
49,-45.92532479690081,18.268587350568854,28.257715489402216,-31.87020744765686
50,16.38904794504284,-8.016716289037076,-13.56678856656968,2.017812314439647
51,102.43732240077392,24.994246615235422,-46.77181612014873,10.655883606956024
52,36.88088336284787,49.48448374093252,3.468916065202679,-12.259407146856303
53,66.18482297510644,60.88083678398851,-16.303200501792496,-11.22715589919615
54,159.92989802278242,7.798031156378102,-16.141375064809402,-18.26272145689932
55,245.18684695849137,54.2537723270805,-24.638396424932075,-23.11844175157879
56,-55.247145479546425,84.65016059654899,79.14190777176668,33.74017035668263
57,-148.4415381980892,-15.50483915684147,17.046691935228562,-13.613981990588902
58,-66.09057190793138,-64.56709028191203,48.04029166220824,-31.184528653509112
59,-77.23373104085273,-18.587380689379813,37.68276987950619,-27.93236507987827
60,-127.32519986266209,-4.251264242809012,-12.419033664177475,-23.519263805235173
61,113.89497588448538,2.988177915097453,41.116096484961744,-11.0361987587527
62,-78.74709251814606,-14.568367521214295,21.312873366977808,-16.96096336295367
63,-141.39817141453753,-11.987383815333393,-16.21790928702239,-28.719351928396197
64,-105.80106787139641,-43.03117827631634,29.54963450301073,-13.990520019560078
65,-95.09304089522384,-44.12971100468559,40.66947651578879,-17.13089413139491
66,64.71226917384436,-49.8882331313979,27.088543023365776,-12.734805532559164
67,-32.825817345763014,-8.665928795588986,23.061876084064373,-34.60306575190547
68,87.89731132244515,8.923849819778578,-34.49194456109295,9.949849232345047
69,63.1443742073395,30.398869300811175,-42.62814706772081,-0.3281266575207665
70,61.274384510916754,-6.450731759420122,-39.682993667060856,7.378644996386648
71,0.05923597505325341,9.220383000553312,-42.618013657506005,-6.113226667047966
72,91.24384176805603,19.77844424681856,7.753750478643693,-47.17118100432025
73,20.29590966532739,18.556849312633332,-42.03040575128819,16.326517312678135
74,222.94290076846966,11.59987475722615,-37.01529710744196,-23.835748836959137
75,220.2414168915426,52.12382749350205,-27.765060596926894,2.3742184085098375
76,92.00162374865536,129.23920909430353,-39.55884313710499,-53.760198187025374
77,-99.59818967819214,65.08895252084662,50.27266219708387,57.735259638123665
78,-33.32425718021876,128.24023740775235,38.432203542936534,34.30457607121219
79,-127.5868532479611,-14.157629805591649,-9.364679705925829,-13.859859833602178
80,-93.21387651835958,-26.18389907697745,18.98708399107404,-25.841453922081342
81,38.492700803671404,-14.628632779128946,-7.878064267967215,-17.933673370202065
82,6.652818688851014,-51.641601005736426,1.3430414403348048,-6.835451071978114
83,-84.88982664170386,-80.20159974910055,56.2993301893383,4.478846584907582
84,1.0960863720408032,-27.755111601175713,36.747762579292704,-3.184679900764742
85,-46.82626242136508,2.934058758669868,-2.034879897629965,4.1273549334556145
86,-82.38729340089185,-3.0602553650662188,28.51699261119909,-11.835757435345384
87,-38.180815531641635,7.138836425689467,23.16123244207215,-5.314971545306085
88,-102.23307987653087,-32.59882286050302,-4.23036198074162,-32.44508582425701
89,-66.72966906827138,0.27568054132107456,-37.518199498162964,-1.42001493145234
90,-14.688210744624307,-42.67593366319864,-20.336161533000254,20.663931802223292
91,10.052387732491459,15.359263907970574,-49.2260525425049,5.7450933508444075
92,-19.389385893147367,-31.77395448219771,16.28171267354568,-32.95833859974021
93,-63.45141438346521,-24.845924192074694,33.20066059586188,-1.2904972086147943
94,5.40641591764216,-9.585039598613411,-26.598653535547694,-28.066836013004075
95,20.056993179928668,24.74247866811047,-56.86648897355707,14.062615538918058
96,69.5714874025012,-28.404546649467495,-20.781294980741592,5.786204427220831
97,-24.103305248161615,-13.581127494143326,57.14425369903629,-3.243836208786499
98,126.33941245980873,32.321344419457034,-64.38063823545478,-47.54918950783758
99,22.830122383243516,6.664437328988966,-32.08872675712603,19.896710702925173
100,16.993747409141356,-20.046622287531136,11.05160441822549,13.04407461696581
101,44.261641550931905,-21.47695695657813,-43.56956267119814,5.818364727760335
102,80.2393944992699,-19.449648833828633,44.949515563159224,-10.635258560177116
103,21.607159303443677,42.713606918850054,-54.28824933101987,-28.49849530433158
104,54.36634320216031,46.74259813349499,-1.7250042858445411,19.824927391455073
105,103.86983411076798,29.919021795096537,20.077699034025425,21.828783588625384
106,24.160048347930008,97.37088440120817,-20.236550682685305,-48.18741930704629
